EXCHANGE,CABLE_NAME,FIBER_PAIR,REMARKS,STATUS,CABLE_TYPE,DSA_NUM,ACCESS_POINT,ROUTE,PEDESTAL,AP_ADDRESS,MAP,CONDITION_CODE,COMMENTS,CIRCUIT_ID,CIRCUIT_DESIGN_ID,EUL_NAME,STREET_ADDRESS,ADDL_INFO,CLLI_CODE
LAVERGNE,FDHAJ,383,,Unassigned,PON-DISTR,24100,241-AJ-484 FP6,484,FP6,CEDAR BEND LN,MAP-41,,,,,241-02-001795,591 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,384,,Unassigned,PON-DISTR,24100,241-AJ-484 FP6,484,FP6,CEDAR BEND LN,MAP-41,,,,,241-02-001813,593 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,385,,Unassigned,PON-DISTR,24100,241-AJ-484 FP5,484,FP5,CEDAR BEND LN,MAP-41,,,,,241-AJ-001808,592 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,386,,Unassigned,PON-DISTR,24100,241-AJ-484 FP5,484,FP5,CEDAR BEND LN,MAP-41,,,,,241-AJ-001825,594 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,387,,Unassigned,PON-DISTR,24100,241-AJ-484 FP5,484,FP5,CEDAR BEND LN,MAP-41,,,,,241-AJ-001837,595 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,388,,Unassigned,PON-DISTR,24100,241-AJ-484 FP5,484,FP5,CEDAR BEND LN,MAP-41,,,,,241-02-001843,596 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,389,,Unassigned,PON-DISTR,24100,241-AJ-484 FP5,484,FP5,CEDAR BEND LN,MAP-41,,,,,241-02-001854,597 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,390,,Unassigned,PON-DISTR,24100,241-AJ-484 FP5,484,FP5,CEDAR BEND LN,MAP-41,,,,,241-02-001843,596 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,391,,Unassigned,PON-DISTR,24100,241-AJ-484 FP4,484,FP4,CEDAR BEND LN,MAP-41,,,,,241-AJ-001867,598 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,392,,Unassigned,PON-DISTR,24100,241-AJ-484 FP4,484,FP4,CEDAR BEND LN,MAP-41,,,,,241-02-001894,600 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,393,,Inservice,PON-DISTR,24100,241-AJ-484 FP4,484,FP4,CEDAR BEND LN,MAP-41,,,241-AJ-001880//ONT LINK/2930924,2930924,241-AJ-001880,599 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,394,,Unassigned,PON-DISTR,24100,241-AJ-484 FP4,484,FP4,CEDAR BEND LN,MAP-41,,,,,241-AJ-001900,602 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,395,,Inservice,PON-DISTR,24100,241-AJ-484 FP4,484,FP4,CEDAR BEND LN,MAP-41,,,241-AJ-001910//ONT LINK/2929999,2929999,241-AJ-001910,603 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,397,,Unassigned,PON-DISTR,24100,241-AJ-484 FP3,484,FP3,CEDAR BEND LN,MAP-41,,,,,241-AJ-001923,605 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,398,,Unassigned,PON-DISTR,24100,241-AJ-484 FP3,484,FP3,CEDAR BEND LN,MAP-41,,,,,241-02-001914,604 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,399,,Unassigned,PON-DISTR,24100,241-AJ-484 FP3,484,FP3,CEDAR BEND LN,MAP-41,,,,,241-02-001939,607 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,400,,Unassigned,PON-DISTR,24100,241-AJ-484 FP3,484,FP3,CEDAR BEND LN,MAP-41,,,,,241-AJ-001933,606 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,401,,Inservice,PON-DISTR,24100,241-AJ-484 FP3,484,FP3,CEDAR BEND LN,MAP-41,,,241-AJ-001953//ONT LINK/2930365,2930365,241-AJ-001953,608 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,402,,Unassigned,PON-DISTR,24100,241-AJ-484 FP2,484,FP2,CEDAR BEND LN,MAP-41,,,,,241-02-001968,610 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,403,,Unassigned,PON-DISTR,24100,241-AJ-484 FP2,484,FP2,CEDAR BEND LN,MAP-41,,,,,241-AJ-001960,609 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,404,,Inservice,PON-DISTR,24100,241-AJ-484 FP2,484,FP2,CEDAR BEND LN,MAP-41,,,241-AJ-001982//ONT LINK/2929791,2929791,241-AJ-001982,611 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,405,,Unassigned,PON-DISTR,24100,241-AJ-484 FP2,484,FP2,CEDAR BEND LN,MAP-41,,,,,241-AJ-002001,613 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,406,,Unassigned,PON-DISTR,24100,241-AJ-484 FP2,484,FP2,CEDAR BEND LN,MAP-41,,,,,241-AJ-001991,612 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,409,,Inservice,PON-DISTR,24100,241-AJ-484 FP1,484,FP1,CEDAR BEND LN,MAP-37,,,241-AJ-002014//ONT LINK/2930015,2930015,241-AJ-002014,615 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,410,,Unassigned,PON-DISTR,24100,241-AJ-484 FP1,484,FP1,CEDAR BEND LN,MAP-37,,,,,241-02-002006,614 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,411,,Inservice,PON-DISTR,24100,241-AJ-484 FP1,484,FP1,CEDAR BEND LN,MAP-37,,,241-AJ-002028//ONT LINK/2929972,2929972,241-AJ-002028,617 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,412,,Unassigned,PON-DISTR,24100,241-AJ-484 FP1,484,FP1,CEDAR BEND LN,MAP-37,,,,,241-02-002019,616 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,413,,Unassigned,PON-DISTR,24100,241-AJ-484 FP1,484,FP1,CEDAR BEND LN,MAP-37,,,,,241-02-002039,619 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,414,,Inservice,PON-DISTR,24100,241-AJ-484 FP1,484,FP1,CEDAR BEND LN,MAP-37,,,241-AJ-002034/    /ONT LINK/3032120,3032120,241-AJ-002034,618 CEDAR BEND LN ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,421,,Inservice,PON-DISTR,24100,241-AJ-509 FP2,509,FP2,CEDAR BEND CT,MAP-37,,,241-02-001695/    /ONT LINK/3291440,3291440,241-02-001695,111 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,422,,Unassigned,PON-DISTR,24100,241-AJ-509 FP2,509,FP2,CEDAR BEND CT,MAP-37,,,,,241-AJ-001703,112 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,423,,Unassigned,PON-DISTR,24100,241-AJ-509 FP2,509,FP2,CEDAR BEND CT,MAP-37,,,,,241-AJ-001682,109 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,424,,Unassigned,PON-DISTR,24100,241-AJ-509 FP2,509,FP2,CEDAR BEND CT,MAP-37,,,,,241-02-001687,110 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,425,,Unassigned,PON-DISTR,24100,241-AJ-509 FP1,509,FP1,CEDAR BEND CT,MAP-37,,,,,241-02-001666,107 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,426,,Unassigned,PON-DISTR,24100,241-AJ-509 FP1,509,FP1,CEDAR BEND CT,MAP-37,,,,,241-AJ-001670,108 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,427,,Unassigned,PON-DISTR,24100,241-AJ-509 FP1,509,FP1,CEDAR BEND CT,MAP-37,,,,,241-02-001650,105 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,428,,Inservice,PON-DISTR,24100,241-AJ-509 FP1,509,FP1,CEDAR BEND CT,MAP-37,,,241-AJ-001658/    /ONT LINK/3246503,3246503,241-AJ-001658,106 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,429,,Inservice,PON-DISTR,24100,241-AJ-509 FP1,509,FP1,CEDAR BEND CT,MAP-37,,,241-AJ-001628/    /ONT LINK/3535667,3535667,241-AJ-001628,103 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,430,,Inservice,PON-DISTR,24100,241-AJ-509 FP1,509,FP1,CEDAR BEND CT,MAP-37,,,241-02-001634/    /ONT LINK/3523118,3523118,241-02-001634,104 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,431,,Unassigned,PON-DISTR,24100,241-AJ-482 FP5,482,FP5,CEDAR BEND LN,MAP-37,,,,,241-02-001618,101 CEDAR BEND CT ,,LVRGTNXAAJ
LAVERGNE,FDHAJ,432,,Unassigned,PON-DISTR,24100,241-AJ-482 FP5,482,FP5,CEDAR BEND LN,MAP-37,,,,,241-02-002051,621 CEDAR BEND LN ,,LVRGTNXAAJ
,,,,,,,,,,,,,,,,,,,
